MaxAgent,MinAgent,probability,outcome,vote_failure,belief_max,belief_min
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8266666666666667,0.21666666666666667,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8033333333333333,0.22666666666666666,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8366666666666667,0.22666666666666666,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8433333333333334,0.22333333333333333,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8533333333333334,0.22,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8466666666666667,0.22666666666666666,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8666666666666667,0.21666666666666667,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.8366666666666667,0.21666666666666667,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.14,0.84,0.22333333333333333,0.8372093023255814,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.84,0.24333333333333335,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.81,0.24,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.8333333333333334,0.24,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.8233333333333334,0.24,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.82,0.24333333333333335,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.8433333333333334,0.23333333333333334,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.8066666666666666,0.23666666666666666,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.82,0.24333333333333335,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.8366666666666667,0.22666666666666666,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.15000000000000002,0.8433333333333334,0.23666666666666666,0.8235294117647058,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.8333333333333334,0.2633333333333333,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.83,0.25,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.82,0.23333333333333334,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.83,0.25333333333333335,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.8133333333333334,0.25666666666666665,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.8133333333333334,0.25333333333333335,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.82,0.25666666666666665,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.82,0.26,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.8266666666666667,0.25333333333333335,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.16,0.81,0.2633333333333333,0.8095238095238095,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.7933333333333333,0.2633333333333333,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.8033333333333333,0.2833333333333333,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.83,0.2633333333333333,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.8,0.27,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.82,0.2733333333333333,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.8233333333333334,0.27,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.8033333333333333,0.27,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.8533333333333334,0.2633333333333333,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.7966666666666666,0.25666666666666665,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.17,0.8166666666666667,0.2733333333333333,0.7951807228915663,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8166666666666667,0.28,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8,0.27666666666666667,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.7933333333333333,0.29,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8133333333333334,0.28,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8166666666666667,0.2733333333333333,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.7966666666666666,0.29333333333333333,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8066666666666666,0.28,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8033333333333333,0.29333333333333333,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.8066666666666666,0.2833333333333333,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.18000000000000002,0.7833333333333333,0.2833333333333333,0.7804878048780488,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.7733333333333333,0.3,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.7833333333333333,0.3,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.7933333333333333,0.3,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.7933333333333333,0.3,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.8033333333333333,0.3,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.7733333333333333,0.30333333333333334,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.79,0.2966666666666667,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.78,0.3,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.75,0.2966666666666667,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.19,0.7733333333333333,0.30333333333333334,0.7654320987654321,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.8,0.31666666666666665,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.79,0.32,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.78,0.31666666666666665,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.7733333333333333,0.31333333333333335,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.8,0.3233333333333333,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.7633333333333333,0.3233333333333333,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.79,0.31333333333333335,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.79,0.31666666666666665,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.75,0.33,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.2,0.7766666666666666,0.32666666666666666,0.75,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.76,0.3233333333333333,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7733333333333333,0.3333333333333333,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7766666666666666,0.3466666666666667,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7833333333333333,0.34,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7566666666666667,0.3333333333333333,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7233333333333334,0.33666666666666667,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7333333333333333,0.3233333333333333,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.77,0.34,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7466666666666667,0.3433333333333333,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.21000000000000002,0.7933333333333333,0.3333333333333333,0.7341772151898734,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7633333333333333,0.3466666666666667,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.75,0.3466666666666667,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.76,0.35,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7633333333333333,0.3333333333333333,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7633333333333333,0.3333333333333333,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7433333333333333,0.34,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.77,0.35,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7366666666666667,0.3566666666666667,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7533333333333333,0.3433333333333333,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.22,0.7566666666666667,0.35333333333333333,0.717948717948718,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.74,0.36333333333333334,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.75,0.36666666666666664,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7633333333333333,0.35333333333333333,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.76,0.36333333333333334,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7566666666666667,0.37,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7433333333333333,0.36666666666666664,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7366666666666667,0.36333333333333334,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7533333333333333,0.36,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7633333333333333,0.3566666666666667,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.23,0.7433333333333333,0.36333333333333334,0.7012987012987013,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.24000000000000002,0.72,0.38,0.6842105263157895,0.0
MaxGrimTriggerAgent,MinGrimTriggerAgent,0.24000000000000002,0.7566666666666667,0.38,0.6842105263157895,0.0
